Length,Width,Height,etiqueta,distance
6.2,9.5,12.0,Desco,16.51
6.2,6.9,14.4,Estaca,17.13
6.2,8.5,11.7,Desco,15.73
6.2,8.6,8.9,Desco,13.84
6.2,8.2,11.9,Cubo,15.73
6.2,8.4,15.4,Leche,18.61
6.2,8.5,11.7,Desco,15.73
6.2,8.6,12.4,Desco,16.31
6.2,8.4,9.1,Cubo,13.85
6.2,8.2,11.9,Cubo,15.73
6.2,8.3,9.2,Cubo,13.86
6.2,8.6,8.9,Desco,13.84
6.2,8.4,15.4,Leche,18.61
6.2,8.6,12.5,Desco,16.39
6.2,8.4,12.2,Cubo,16.06
6.2,8.6,9.1,Desco,13.97
6.2,8.7,9.0,Desco,13.97
6.2,6.8,15.4,Estaca,17.94
6.2,6.7,9.4,Cubo,13.1
6.2,6.7,7.6,Cubo,11.88
6.2,6.8,15.5,Estaca,18.03
6.2,6.3,6.8,Cubo,11.15
6.2,7.4,14.3,Leche,17.25
6.2,7.4,14.3,Leche,17.25
6.2,7.4,14.3,Leche,17.25
6.2,6.3,6.8,Cubo,11.15
6.2,6.2,6.5,Cubo,10.91
6.2,6.3,8.3,Cubo,12.13
6.3,6.7,15.5,Estaca,18.02
6.3,8.3,14.0,Leche,17.45
6.3,6.7,15.5,Estaca,18.02
6.3,7.5,10.2,Cubo,14.14
6.3,6.6,9.6,Leche,13.24
6.3,6.6,9.6,Leche,13.24
6.3,6.6,9.6,Leche,13.24
6.3,6.4,7.1,Cubo,11.45
6.3,6.5,9.1,Cubo,12.84
6.3,9.1,14.5,Desco,18.24
6.3,9.3,11.9,Desco,16.36
6.3,10.6,12.4,Desco,17.49
6.3,8.2,12.1,Cubo,15.92
6.3,9.1,9.2,Desco,14.39
6.3,9.4,10.9,Desco,15.71
6.3,8.4,12.0,Cubo,15.95
6.3,8.4,12.0,Cubo,15.95
6.3,8.4,9.1,Cubo,13.89
6.3,8.5,9.0,Cubo,13.89
6.3,9.1,12.0,Desco,16.32
6.3,8.2,12.1,Cubo,15.92
6.3,9.1,9.2,Desco,14.39
6.3,9.4,10.9,Desco,15.71
6.3,8.4,11.8,Cubo,15.8
6.3,8.3,12.1,Cubo,15.97
6.3,8.2,12.0,Cubo,15.84
6.3,10.5,13.5,Desco,18.23
6.3,7.9,11.8,Cubo,15.54
6.3,6.8,15.4,Estaca,17.97
6.3,6.7,12.2,Leche,15.28
6.3,13.5,14.0,Desco,20.44
6.3,13.5,14.0,Desco,20.44
6.3,6.4,9.4,Leche,13.0
6.3,10.2,12.6,Desco,17.39
6.3,9.4,12.6,Desco,16.94
6.3,9.8,12.6,Desco,17.16
6.3,10.2,15.8,Desco,19.83
6.3,8.9,9.4,Desco,14.4
6.3,10.2,12.6,Desco,17.39
6.3,8.7,9.1,Desco,14.08
6.3,6.3,9.0,Leche,12.66
6.3,6.3,9.0,Leche,12.66
6.3,8.3,14.0,Leche,17.45
6.3,8.3,14.0,Leche,17.45
6.3,6.6,7.7,Cubo,11.94
6.3,11.8,15.7,Desco,20.63
6.3,11.8,16.1,Desco,20.93
6.3,11.9,13.7,Desco,19.21
6.4,8.7,11.9,Cubo,16.07
6.4,6.7,15.6,Estaca,18.14
6.4,8.6,9.3,Cubo,14.19
6.4,9.2,10.3,Desco,15.22
6.4,10.3,12.7,Desco,17.56
6.4,7.9,12.2,Leche,15.88
6.4,7.9,12.2,Leche,15.88
6.4,7.9,12.2,Leche,15.88
6.4,9.2,10.3,Desco,15.22
6.4,6.4,9.3,Leche,12.98
6.4,8.1,10.4,Cubo,14.65
6.4,6.7,9.2,Cubo,13.06
6.4,6.6,10.6,Leche,14.03
6.4,10.2,11.9,Desco,16.93
6.4,6.5,11.0,Leche,14.29
6.4,6.5,11.0,Leche,14.29
6.4,8.5,17.5,Estaca,20.48
6.4,10.2,11.9,Desco,16.93
6.4,9.1,12.0,Desco,16.36
6.4,9.5,12.0,Desco,16.59
6.4,9.6,12.0,Desco,16.65
6.4,8.7,11.9,Cubo,16.07
6.4,8.6,9.3,Cubo,14.19
6.4,8.5,9.1,Cubo,14.0
6.4,8.2,12.7,Cubo,16.42
6.4,8.2,12.4,Cubo,16.19
6.4,8.4,9.0,Cubo,13.88
6.4,8.1,12.2,Cubo,15.98
6.4,8.3,9.3,Cubo,14.01
6.4,8.1,12.4,Cubo,16.13
6.4,9.1,12.0,Desco,16.36
6.4,9.1,9.1,Desco,14.37
6.4,8.5,9.1,Cubo,14.0
6.4,8.2,12.4,Cubo,16.19
6.4,8.4,9.0,Cubo,13.88
6.4,8.3,9.3,Cubo,14.01
6.4,8.1,12.4,Cubo,16.13
6.4,8.7,11.9,Cubo,16.07
6.4,8.6,9.3,Cubo,14.19
6.4,8.2,12.7,Cubo,16.42
6.4,8.1,12.2,Cubo,15.98
6.4,6.7,15.6,Estaca,18.14
6.4,6.5,7.8,Cubo,12.0
6.4,6.5,7.8,Cubo,12.0
6.4,9.8,11.5,Desco,16.41
6.4,9.2,10.3,Desco,15.22
6.4,9.2,10.3,Desco,15.22
6.4,8.3,14.6,Leche,17.97
6.5,7.2,8.8,Cubo,13.1
6.5,7.2,8.8,Cubo,13.1
6.5,7.2,8.8,Cubo,13.1
6.5,8.1,12.1,Cubo,15.95
6.5,8.1,12.1,Cubo,15.95
6.5,10.3,10.4,Desco,16.02
6.5,10.3,10.4,Desco,16.02
6.5,6.7,10.6,Leche,14.12
6.5,9.3,10.4,Desco,15.39
6.5,9.3,10.4,Desco,15.39
6.5,9.4,12.5,Desco,16.94
6.5,9.1,10.2,Desco,15.14
6.5,8.1,12.0,Cubo,15.87
6.5,8.5,9.2,Cubo,14.11
6.5,9.3,12.1,Desco,16.59
6.5,8.2,12.2,Cubo,16.07
6.5,8.3,12.1,Cubo,16.05
6.5,8.5,9.1,Cubo,14.05
6.5,8.1,12.0,Cubo,15.87
6.5,8.5,9.2,Cubo,14.11
6.5,8.3,9.1,Cubo,13.93
6.5,7.4,9.1,Cubo,13.41
6.5,8.5,12.3,Cubo,16.3
6.5,9.3,12.1,Desco,16.59
6.5,8.2,12.2,Cubo,16.07
6.5,8.3,12.1,Cubo,16.05
6.5,8.5,9.1,Cubo,14.05
6.5,8.3,12.5,Cubo,16.35
6.5,8.1,12.0,Cubo,15.87
6.5,7.5,7.7,Cubo,12.56
6.5,7.5,7.7,Cubo,12.56
6.5,11.2,13.8,Desco,18.92
6.5,6.6,6.6,Cubo,11.37
6.5,9.3,15.3,Desco,19.05
6.5,9.8,12.8,Desco,17.38
6.5,9.3,15.3,Desco,19.05
6.5,10.4,15.6,Desco,19.84
6.5,10.7,15.1,Desco,19.62
6.5,8.9,10.2,Cubo,15.02
6.5,10.7,15.1,Desco,19.62
6.5,8.9,10.2,Cubo,15.02
6.6,7.8,9.0,Cubo,13.62
6.6,10.1,13.5,Desco,18.11
6.6,9.4,14.8,Desco,18.73
6.6,8.7,10.0,Cubo,14.81
6.6,12.4,13.1,Desco,19.21
6.6,10.2,12.6,Desco,17.5
6.6,10.2,12.8,Desco,17.65
6.6,10.6,11.5,Desco,16.98
6.6,10.6,11.5,Desco,16.98
6.6,8.7,10.0,Cubo,14.81
6.6,10.6,11.5,Desco,16.98
6.6,8.7,10.0,Cubo,14.81
6.6,9.9,10.6,Desco,15.94
6.6,8.4,9.0,Cubo,13.97
6.6,8.4,9.0,Cubo,13.97
6.6,8.1,12.0,Cubo,15.91
6.6,12.4,15.5,Desco,20.92
6.6,10.1,13.5,Desco,18.11
6.6,9.4,14.8,Desco,18.73
6.6,12.4,13.1,Desco,19.21
6.6,10.1,13.5,Desco,18.11
6.6,9.4,14.8,Desco,18.73
6.6,8.7,15.3,Leche,18.8
6.7,8.4,8.9,Cubo,13.95
6.7,6.9,9.0,Cubo,13.17
6.7,6.9,9.0,Cubo,13.17
6.7,6.9,9.0,Cubo,13.17
6.7,9.8,10.2,Desco,15.65
6.7,7.0,9.4,Cubo,13.5
6.7,9.6,12.2,Desco,16.91
6.7,10.6,15.7,Desco,20.09
6.7,8.4,10.2,Cubo,14.82
6.7,8.2,9.4,Cubo,14.16
6.7,9.1,9.8,Cubo,14.96
6.7,7.5,10.2,Cubo,14.32
6.7,10.4,13.3,Desco,18.16
6.7,10.4,15.6,Desco,19.91
6.7,10.4,12.4,Desco,17.52
6.7,10.4,13.3,Desco,18.16
6.7,10.4,15.6,Desco,19.91
6.7,7.8,8.8,Cubo,13.53
6.7,7.8,8.8,Cubo,13.53
6.7,11.8,15.4,Desco,20.53
6.8,6.8,15.5,Estaca,18.24
6.8,11.1,11.7,Desco,17.5
6.8,9.2,10.8,Cubo,15.73
6.8,9.2,10.8,Cubo,15.73
6.8,8.3,10.7,Cubo,15.15
6.8,8.7,9.4,Cubo,14.5
6.8,6.8,15.5,Estaca,18.24
6.8,12.0,15.2,Desco,20.53
6.8,7.8,9.2,Cubo,13.85
6.8,8.5,10.2,Cubo,14.92
6.8,9.0,11.8,Cubo,16.32
6.8,12.0,12.5,Desco,18.61
6.8,12.0,12.5,Desco,18.61
6.9,10.6,13.4,Desco,18.43
6.9,10.6,13.4,Desco,18.43
6.9,9.2,10.2,Cubo,15.37
6.9,9.2,10.2,Cubo,15.37
6.9,9.2,10.2,Cubo,15.37
6.9,10.3,14.9,Desco,19.38
6.9,8.0,10.9,Cubo,15.18
6.9,8.0,11.3,Cubo,15.47
6.9,10.3,14.9,Desco,19.38
6.9,9.6,12.2,Desco,16.99
6.9,11.5,12.4,Desco,18.27
6.9,8.4,10.2,Cubo,14.91
6.9,7.8,14.3,Leche,17.69
6.9,7.8,9.4,Cubo,14.03
6.9,9.3,10.6,Cubo,15.7
6.9,9.3,10.6,Cubo,15.7
7.0,8.3,10.5,Cubo,15.1
7.0,9.0,10.0,Cubo,15.17
7.0,9.0,10.0,Cubo,15.17
7.0,9.6,12.4,Desco,17.17
7.0,12.1,12.6,Desco,18.82
7.0,10.7,12.8,Desco,18.09
7.0,7.4,10.4,Cubo,14.56
7.0,11.1,13.1,Desco,18.54
7.0,11.3,13.3,Desco,18.8
7.0,9.0,10.0,Cubo,15.17
7.0,9.4,10.8,Cubo,15.94
7.0,7.4,10.4,Cubo,14.56
7.0,9.4,10.8,Cubo,15.94
7.0,7.4,10.4,Cubo,14.56
7.0,11.6,12.9,Desco,18.71
7.0,9.0,10.0,Cubo,15.17
7.0,7.4,10.4,Cubo,14.56
7.0,9.6,12.4,Desco,17.17
7.0,9.0,10.0,Cubo,15.17
7.0,9.3,9.6,Cubo,15.09
7.0,8.3,10.5,Cubo,15.1
7.0,8.3,10.5,Cubo,15.1
7.0,7.1,9.2,Cubo,13.57
7.1,11.8,13.8,Desco,19.5
7.1,7.2,9.5,Cubo,13.87
7.1,9.2,13.8,Cubo,18.04
7.1,9.5,12.2,Cubo,17.01
7.1,7.4,10.9,Leche,14.97
7.1,8.7,11.0,Cubo,15.72
7.1,7.4,10.9,Leche,14.97
7.1,10.0,10.8,Desco,16.34
7.1,10.0,10.8,Desco,16.34
7.1,11.4,12.2,Desco,18.14
7.1,11.8,13.8,Desco,19.5
7.1,7.1,9.5,Cubo,13.82
7.1,7.2,9.5,Cubo,13.87
7.1,7.2,9.5,Cubo,13.87
7.1,7.2,9.5,Cubo,13.87
7.1,8.2,10.4,Cubo,15.03
7.1,7.1,9.5,Cubo,13.82
7.1,7.2,9.5,Cubo,13.87
7.1,11.8,15.7,Desco,20.88
7.1,10.2,14.6,Desco,19.17
7.1,7.5,14.6,Leche,17.88
7.1,10.2,11.0,Desco,16.6
7.1,10.2,11.0,Desco,16.6
7.2,9.3,10.3,Cubo,15.63
7.2,10.7,13.0,Desco,18.31
7.2,10.1,11.3,Desco,16.78
7.2,10.1,11.3,Desco,16.78
7.2,8.8,11.1,Cubo,15.89
7.2,8.0,9.8,Cubo,14.56
7.2,9.8,12.4,Cubo,17.37
7.2,9.8,12.4,Cubo,17.37
7.2,9.3,10.0,Cubo,15.44
7.2,8.2,9.4,Cubo,14.4
7.2,9.3,10.3,Cubo,15.63
7.2,8.3,10.5,Cubo,15.2
7.2,10.9,14.3,Desco,19.37
7.2,8.3,10.5,Cubo,15.2
7.2,10.9,14.3,Desco,19.37
7.2,8.3,16.6,Estaca,19.91
7.3,8.3,10.4,Cubo,15.18
7.3,10.5,10.7,Desco,16.67
7.3,10.5,10.7,Desco,16.67
7.3,8.4,9.9,Cubo,14.89
7.3,7.6,8.0,Cubo,13.23
7.3,9.6,15.1,Cubo,19.33
7.3,9.6,15.1,Cubo,19.33
7.3,9.4,14.6,Cubo,18.84
7.4,8.8,10.3,Cubo,15.44
7.4,8.4,9.8,Cubo,14.88
7.4,8.0,10.5,Cubo,15.13
7.4,10.4,11.5,Desco,17.18
7.4,8.4,9.8,Cubo,14.88
7.4,8.4,9.8,Cubo,14.88
7.4,10.4,14.6,Desco,19.39
7.4,8.7,9.9,Cubo,15.11
7.4,10.7,12.2,Desco,17.84
7.4,11.5,13.7,Desco,19.36
7.4,8.9,10.3,Cubo,15.49
7.4,8.5,10.6,Cubo,15.47
7.4,8.8,10.3,Cubo,15.44
7.4,9.3,10.4,Cubo,15.79
7.4,9.3,10.4,Cubo,15.79
7.4,8.2,10.1,Cubo,14.97
7.5,8.3,11.2,Cubo,15.83
7.5,8.3,10.6,Cubo,15.41
7.5,8.6,9.8,Cubo,15.04
7.5,8.6,9.8,Cubo,15.04
7.5,10.9,14.8,Desco,19.85
7.5,9.0,10.6,Cubo,15.8
7.5,10.9,14.8,Desco,19.85
7.5,10.4,14.1,Desco,19.06
7.5,7.9,9.4,Cubo,14.39
7.5,8.1,11.8,Leche,16.16
7.5,9.8,15.0,Cubo,19.42
7.5,9.8,14.6,Cubo,19.12
7.5,11.0,15.7,Desco,20.58
7.5,11.0,15.7,Desco,20.58
7.5,7.5,11.4,Leche,15.57
7.5,8.3,11.4,Cubo,15.97
7.5,9.8,14.6,Cubo,19.12
7.5,10.2,14.6,Cubo,19.32
7.5,9.8,14.6,Cubo,19.12
7.5,9.8,15.0,Cubo,19.42
7.6,8.5,12.2,Leche,16.7
7.6,11.3,14.0,Desco,19.53
7.6,8.5,12.2,Leche,16.7
7.6,9.9,12.8,Cubo,17.88
7.6,8.2,14.8,Leche,18.55
7.6,8.1,10.3,Cubo,15.15
7.6,8.6,10.6,Cubo,15.62
7.6,7.8,9.8,Cubo,14.65
7.6,9.9,12.8,Cubo,17.88
7.6,8.2,14.8,Leche,18.55
7.6,8.1,10.3,Cubo,15.15
7.6,8.6,10.6,Cubo,15.62
7.6,8.0,10.6,Cubo,15.3
7.6,8.1,11.8,Leche,16.21
7.6,9.2,12.6,Cubo,17.35
7.7,9.1,15.7,Leche,19.71
7.7,10.6,13.9,Desco,19.1
7.7,12.6,13.4,Desco,19.94
7.7,8.7,10.2,Cubo,15.46
7.7,8.3,14.8,Leche,18.63
7.7,7.8,10.3,Cubo,15.04
7.7,9.5,14.2,Cubo,18.74
7.7,9.5,14.2,Cubo,18.74
7.7,10.9,12.2,Desco,18.08
7.8,11.8,13.0,Desco,19.21
7.8,9.2,10.6,Cubo,16.06
7.8,8.4,10.5,Cubo,15.55
7.8,11.3,13.3,Desco,19.12
7.8,11.6,12.4,Desco,18.69
7.8,11.6,13.4,Desco,19.36
7.8,10.5,14.6,Cubo,19.6
7.9,11.4,13.0,Desco,19.01
7.9,7.9,9.4,Cubo,14.6
7.9,7.9,9.4,Cubo,14.6
7.9,9.4,11.0,Cubo,16.49
7.9,10.6,11.8,Cubo,17.72
7.9,11.0,12.6,Desco,18.5
7.9,9.4,11.0,Cubo,16.49
7.9,11.0,11.0,Desco,17.45
7.9,9.3,12.2,Cubo,17.26
7.9,9.3,12.2,Cubo,17.26
7.9,9.1,14.2,Leche,18.62
7.9,11.8,13.0,Desco,19.25
8.0,9.5,12.3,Cubo,17.48
8.0,9.1,11.7,Cubo,16.84
8.0,9.5,12.3,Cubo,17.48
8.0,9.1,11.7,Cubo,16.84
8.0,9.3,12.0,Cubo,17.16
8.0,9.2,11.8,Cubo,16.97
8.0,9.2,10.7,Cubo,16.22
8.0,11.3,12.2,Desco,18.45
8.0,9.1,9.9,Cubo,15.65
8.1,11.6,13.4,Desco,19.49
8.1,11.6,13.4,Desco,19.49
8.1,10.8,12.9,Cubo,18.67
8.1,10.8,12.9,Cubo,18.67
8.1,8.6,10.4,Cubo,15.74
8.1,8.6,10.4,Cubo,15.74
8.1,9.4,12.6,Cubo,17.68
8.1,11.6,13.4,Desco,19.49
8.1,8.5,13.4,Leche,17.82
8.1,9.8,16.0,Leche,20.44
8.1,9.9,15.0,Leche,19.71
8.2,9.4,12.0,Cubo,17.31
8.2,8.3,8.8,Cubo,14.61
8.2,9.4,14.6,Leche,19.2
8.2,11.3,15.3,Desco,20.71
8.2,9.6,10.0,Cubo,16.11
8.3,9.7,11.2,Cubo,16.98
8.3,9.1,10.4,Cubo,16.12
8.3,9.5,12.4,Cubo,17.69
8.3,8.3,8.6,Cubo,14.55
8.3,9.6,12.0,Cubo,17.47
8.3,9.1,10.4,Cubo,16.12
8.3,9.5,12.4,Cubo,17.69
8.3,9.4,12.5,Cubo,17.71
8.3,12.6,12.6,Cubo,19.66
8.3,9.9,14.6,Cubo,19.5
8.3,9.9,14.6,Cubo,19.5
8.3,9.1,14.1,Leche,18.72
8.3,11.0,12.6,Cubo,18.67
8.4,9.9,10.9,Cubo,16.95
8.4,9.5,11.9,Cubo,17.39
8.4,9.5,11.4,Cubo,17.05
8.4,9.5,11.4,Cubo,17.05
8.4,9.6,12.0,Cubo,17.51
8.4,10.2,13.9,Cubo,19.18
8.4,9.6,11.9,Cubo,17.45
8.4,9.6,11.9,Cubo,17.45
8.4,9.7,13.6,Cubo,18.7
8.4,9.7,13.6,Cubo,18.7
8.5,9.8,15.0,Leche,19.83
8.5,10.8,11.2,Cubo,17.73
8.5,10.8,11.2,Cubo,17.73
8.5,10.8,11.2,Cubo,17.73
8.5,10.2,11.1,Cubo,17.31
8.5,8.5,15.5,Leche,19.62
8.5,9.0,9.3,Cubo,15.48
8.5,9.0,9.3,Cubo,15.48
8.5,8.9,12.6,Leche,17.61
8.5,8.9,12.6,Leche,17.61
8.5,9.0,12.4,Cubo,17.52
8.5,8.9,12.4,Cubo,17.47
8.5,9.4,11.8,Cubo,17.32
8.5,9.8,15.0,Leche,19.83
8.5,11.1,15.3,Cubo,20.73
8.6,8.7,15.7,Leche,19.9
8.6,10.0,11.0,Cubo,17.17
8.6,10.0,11.0,Cubo,17.17
8.6,8.7,15.7,Leche,19.9
8.6,9.2,12.1,Cubo,17.46
8.6,9.2,12.1,Cubo,17.46
8.6,9.4,12.0,Cubo,17.5
8.6,9.6,15.5,Leche,20.16
8.6,9.6,15.5,Leche,20.16
8.6,10.2,11.7,Cubo,17.75
8.7,10.0,15.9,Leche,20.7
8.7,9.4,10.4,Cubo,16.5
8.7,9.8,15.8,Leche,20.53
8.7,8.9,14.2,Leche,18.88
8.7,10.1,13.8,Cubo,19.19
8.7,10.1,13.8,Cubo,19.19
8.7,9.2,11.9,Cubo,17.38
8.7,9.9,14.9,Leche,19.89
8.7,9.8,15.0,Leche,19.92
8.7,10.4,15.6,Leche,20.67
8.7,9.1,14.6,Leche,19.28
8.7,10.0,15.8,Leche,20.62
8.7,9.1,14.6,Leche,19.28
8.7,10.4,15.4,Leche,20.52
8.7,10.0,15.9,Leche,20.7
8.7,9.9,15.0,Leche,19.97
8.7,10.6,15.4,Cubo,20.62
8.7,9.9,16.2,Leche,20.88
8.7,11.9,12.8,Cubo,19.52
8.7,9.9,14.9,Leche,19.89
8.7,9.8,15.0,Leche,19.92
8.7,10.4,15.6,Leche,20.67
8.7,9.1,14.6,Leche,19.28
8.7,10.0,15.8,Leche,20.62
8.7,9.1,14.6,Leche,19.28
8.7,10.4,15.4,Leche,20.52
8.7,10.0,15.9,Leche,20.7
8.7,9.9,15.0,Leche,19.97
8.7,10.6,15.4,Cubo,20.62
8.7,9.9,16.2,Leche,20.88
8.8,9.8,16.2,Leche,20.88
8.8,9.8,16.2,Leche,20.88
8.9,10.0,11.9,Cubo,17.91
8.9,10.5,15.8,Leche,20.95
8.9,10.2,13.4,Cubo,19.05
8.9,9.9,16.1,Leche,20.89
8.9,10.0,11.9,Cubo,17.91
8.9,10.0,12.0,Cubo,17.98
8.9,9.9,16.1,Leche,20.89
8.9,10.7,12.4,Cubo,18.64
9.0,10.4,15.5,Leche,20.72
9.0,10.4,13.5,Cubo,19.27
9.0,10.4,13.5,Cubo,19.27
9.0,10.4,15.0,Leche,20.35
9.0,9.7,12.8,Cubo,18.41
9.0,11.3,11.3,Cubo,18.34
9.0,9.8,11.4,Cubo,17.52
9.0,10.4,15.0,Leche,20.35
9.0,9.7,12.8,Cubo,18.41
9.1,12.6,13.8,Desco,20.78
9.1,9.9,12.8,Cubo,18.57
9.1,10.2,14.0,Cubo,19.57
9.1,9.4,9.6,Cubo,16.23
9.1,9.8,12.2,Cubo,18.1
9.1,10.3,13.9,Cubo,19.55
9.1,9.1,13.5,Leche,18.65
9.1,9.1,13.5,Leche,18.65
9.1,10.9,15.0,Cubo,20.65
9.2,10.4,13.6,Cubo,19.44
9.2,9.3,13.6,Leche,18.87
9.2,10.4,13.6,Cubo,19.44
9.2,10.4,13.6,Cubo,19.44
9.2,10.4,13.6,Cubo,19.44
9.3,10.8,12.2,Cubo,18.76
9.3,10.8,12.2,Cubo,18.76
9.3,9.4,10.2,Cubo,16.7
9.4,9.4,15.0,Leche,20.04
9.4,11.4,12.8,Cubo,19.55
9.4,9.4,12.0,Cubo,17.91
9.4,9.4,11.8,Cubo,17.78
9.4,9.4,11.8,Cubo,17.78
9.4,9.4,9.5,Cubo,16.34
9.4,10.7,15.2,Cubo,20.83
9.4,9.6,15.1,Leche,20.21
9.5,10.6,13.0,Cubo,19.28
9.5,10.4,13.3,Cubo,19.37
9.6,9.7,12.8,Cubo,18.71
9.6,9.9,12.4,Cubo,18.55
9.6,9.7,12.8,Cubo,18.71
9.6,9.7,12.8,Cubo,18.71
9.7,10.8,12.8,Cubo,19.35
9.7,10.4,12.8,Cubo,19.13
9.7,10.6,12.8,Cubo,19.24
9.7,10.7,13.1,Cubo,19.5
9.8,9.8,12.2,Cubo,18.46
9.8,9.8,12.2,Cubo,18.46
9.8,9.8,12.6,Cubo,18.73
9.8,11.8,13.8,Cubo,20.63
9.8,10.8,11.9,Cubo,18.82
9.9,10.9,12.5,Cubo,19.32
9.9,9.9,12.4,Cubo,18.7
9.9,10.1,13.5,Cubo,19.55
9.9,10.1,13.5,Cubo,19.55
10.0,10.0,13.8,Cubo,19.76
10.0,10.0,13.8,Cubo,19.76
10.0,10.0,13.8,Cubo,19.76
10.0,10.3,13.4,Cubo,19.64
10.0,10.3,13.4,Cubo,19.64
10.1,10.3,13.3,Cubo,19.62
10.1,10.3,13.3,Cubo,19.62
10.2,11.5,12.1,Cubo,19.56
10.2,11.5,12.1,Cubo,19.56
10.3,12.1,13.7,Cubo,20.98
10.3,12.1,13.7,Cubo,20.98
10.7,11.1,13.7,Cubo,20.62
10.7,11.1,13.7,Cubo,20.62
11.8,11.8,11.8,Cubo,20.44
11.8,11.8,11.8,Cubo,20.44
11.8,11.8,11.8,Cubo,20.44
